# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IBA, IRD, IDA, IGI, ISO, IGC, NAS, IBD, IPI, IEP, ISA, RCA, IC, IKR
# associations retrieved on: 2014-07-28 14:20:47-04
# gofunc built on: 2013-10-27 21:51:15.890197-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 1.3
#   downloaded on: 2013-10-27 16:13:50-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201310-assocdb-tables.tar.gz
#   downloaded on: 2013-10-17 16:47:31-04
# translation required: no
# size of "genespace": 25488
# number of attributes: 17457
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 277
# Number of entities in query: 261
# Total number of entities: 25489
# Original total number of entities: 25488
# Entities not in default gene space: 1
# Total number of attributes: 17457
# Translation required: no
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IBA, IRD, IDA, IGI, ISO, IGC, NAS, IBD, IPI, IEP, ISA, RCA, IC, IKR
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
6	50	1.15829577421313	1.18553144192461e-05	0.037	GO:0010463	mesenchymal cell proliferation
18	154	1.14508404429742	3.24243391933913e-14	<0.001	GO:0035264	multicellular organism growth
8	70	1.13038376547847	5.92381617308059e-07	0.002	GO:0033555	multicellular organismal response to stress
7	62	1.12602409551779	3.31351461762269e-06	0.014	GO:0021954	central nervous system neuron development
13	123	1.09163879850577	4.55923516806101e-10	<0.001	GO:0030326	embryonic limb morphogenesis
13	123	1.09163879850577	4.55923516806101e-10	<0.001	GO:0035113	embryonic appendage morphogenesis
8	77	1.08415816348884	1.24134791680909e-06	0.009	GO:0002062	chondrocyte differentiation
8	77	1.08415816348884	1.24134791680909e-06	0.009	GO:0021987	cerebral cortex development
7	69	1.07431628015245	6.83948099738846e-06	0.021	GO:0044344	cellular response to fibroblast growth factor stimulus
7	69	1.07431628015245	6.83948099738846e-06	0.021	GO:0071774	response to fibroblast growth factor stimulus
16	168	1.04342952471727	2.12101627586619e-11	<0.001	GO:0021537	telencephalon development
34	378	1.0395773867995	3.77114228711716e-22	<0.001	GO:0001501	skeletal system development
14	148	1.03864906155063	4.26933320918384e-10	<0.001	GO:0035107	appendage morphogenesis
14	148	1.03864906155063	4.26933320918384e-10	<0.001	GO:0035108	limb morphogenesis
15	160	1.03503991644937	1.1393066830081e-10	<0.001	GO:0048736	appendage development
15	160	1.03503991644937	1.1393066830081e-10	<0.001	GO:0060173	limb development
10	109	1.02301207648222	1.8690257023535e-07	<0.001	GO:0009791	post-embryonic development
27	309	1.01518101723594	1.85586436570691e-17	<0.001	GO:0003002	regionalization
24	282	0.998469161563195	2.21459111614936e-15	<0.001	GO:0030900	forebrain development
9	104	0.995711822327867	1.26970817876747e-06	0.009	GO:0007219	Notch signaling pathway
9	104	0.995711822327867	1.26970817876747e-06	0.009	GO:0035265	organ growth
11	127	0.995454134544615	8.20591243349992e-08	<0.001	GO:0072089	stem cell proliferation
14	162	0.995402535567982	1.40993326141412e-09	<0.001	GO:0007411	axon guidance
14	162	0.995402535567982	1.40993326141412e-09	<0.001	GO:0097485	neuron projection guidance
17	202	0.985110295672784	3.58529797438987e-11	<0.001	GO:0009952	anterior/posterior pattern specification
20	243	0.977594741449939	9.6243791237351e-13	<0.001	GO:0048608	reproductive structure development
13	159	0.968540571653963	1.07877297212625e-08	<0.001	GO:0051216	cartilage development
20	248	0.967899216037172	1.40536593755186e-12	<0.001	GO:0061458	reproductive system development
10	124	0.961770359294089	6.25438878496096e-07	0.002	GO:0001764	neuron migration
9	112	0.960636586060037	2.36495793520063e-06	0.012	GO:0046660	female sex differentiation
9	112	0.960636586060037	2.36495793520063e-06	0.012	GO:0055123	digestive system development
9	112	0.960636586060037	2.36495793520063e-06	0.012	GO:0061351	neural precursor cell proliferation
11	137	0.959516560387988	1.78493702520692e-07	<0.001	GO:0090287	regulation of cellular response to growth factor stimulus
16	203	0.953091515493615	3.63045857085912e-10	<0.001	GO:0048705	skeletal system morphogenesis
56	813	0.948514575025383	2.86469475582655e-30	<0.001	GO:0003700	sequence-specific DNA binding transcription factor activity
9	115	0.94817546995661	2.94713441021157e-06	0.013	GO:0022612	gland morphogenesis
56	814	0.947923879764567	3.05129393429987e-30	<0.001	GO:0001071	nucleic acid binding transcription factor activity
15	193	0.945692952778117	1.58316171012777e-09	<0.001	GO:0061448	connective tissue development
11	142	0.942594820228761	2.56916796881335e-07	<0.001	GO:0008083	growth factor activity
11	143	0.939287390144425	2.75854193386525e-07	<0.001	GO:0048592	eye morphogenesis
9	119	0.932093645914283	3.9121424369944e-06	0.017	GO:0030902	hindbrain development
8	107	0.927801728849161	1.47653149163284e-05	0.044	GO:0046545	development of primary female sexual characteristics
15	203	0.921846416481458	3.17225946269726e-09	<0.001	GO:0061138	morphogenesis of a branching epithelium
30	426	0.91652609648296	1.10298489009747e-16	<0.001	GO:0007389	pattern specification process
26	366	0.915136569213632	1.09641137446925e-14	<0.001	GO:0000975	regulatory region DNA binding
26	366	0.915136569213632	1.09641137446925e-14	<0.001	GO:0001067	regulatory region nucleic acid binding
19	263	0.914714667551937	3.54283762416782e-11	<0.001	GO:0048732	gland development
16	221	0.91296867527671	1.26234295157372e-09	<0.001	GO:0007548	sex differentiation
16	222	0.910843089684447	1.34806979647082e-09	<0.001	GO:0050678	regulation of epithelial cell proliferation
31	447	0.910695142428317	5.07454745559494e-17	<0.001	GO:0007420	brain development
11	153	0.907515319766224	5.44491516233794e-07	0.002	GO:2000027	regulation of organ morphogenesis
9	126	0.905297011681907	6.25930879216754e-06	0.021	GO:0046328	regulation of JNK cascade
25	359	0.904416321255927	5.73343111758802e-14	<0.001	GO:0044212	transcription regulatory region DNA binding
14	197	0.902886436599395	1.76283332024718e-08	<0.001	GO:0045211	postsynaptic membrane
12	169	0.901739223015068	1.89203316856225e-07	<0.001	GO:0000976	transcription regulatory region sequence-specific DNA binding
12	169	0.901739223015068	1.89203316856225e-07	<0.001	GO:0021953	central nervous system neuron differentiation
15	214	0.897024048576784	6.51363581595662e-09	<0.001	GO:0001763	morphogenesis of a branching structure
19	277	0.890289559583784	8.64912342493643e-11	<0.001	GO:0048562	embryonic organ morphogenesis
10	145	0.888273254685169	2.61859200662241e-06	0.013	GO:0007254	JNK cascade
13	190	0.884642753116824	8.97771211577657e-08	<0.001	GO:0050890	cognition
20	298	0.881090779626909	4.02201006444148e-11	<0.001	GO:0048863	stem cell differentiation
18	268	0.87943138737246	3.86272805361134e-10	<0.001	GO:0050673	epithelial cell proliferation
12	178	0.877449615170567	3.31905807683194e-07	<0.001	GO:0007611	learning or memory
13	194	0.874895131331167	1.14526082254877e-07	<0.001	GO:0045137	development of primary sexual characteristics
22	334	0.874514015967964	5.94353335263205e-12	<0.001	GO:0007409	axonogenesis
27	418	0.87156596050307	3.32559039372107e-14	<0.001	GO:0048812	neuron projection morphogenesis
40	647	0.86984951803328	6.03062511440826e-20	<0.001	GO:0043565	sequence-specific DNA binding
37	599	0.864799926184202	1.7447844398344e-18	<0.001	GO:0007417	central nervous system development
35	564	0.863982344047149	1.3737384530159e-17	<0.001	GO:0051960	regulation of nervous system development
10	153	0.863222170343163	4.24241353333798e-06	0.02	GO:0016358	dendrite development
11	169	0.861023839105474	1.45925679325195e-06	0.01	GO:0051403	stress-activated MAPK cascade
10	155	0.857176451570318	4.76402720806423e-06	0.021	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
22	348	0.855236763520266	1.32995495809271e-11	<0.001	GO:0061564	axon development
11	172	0.852828607096664	1.73402169220968e-06	0.011	GO:0048754	branching morphogenesis of an epithelial tube
31	506	0.852125717099275	1.59021043174501e-15	<0.001	GO:0050767	regulation of neurogenesis
11	174	0.847448725381596	1.94152480185539e-06	0.012	GO:0031098	stress-activated protein kinase signaling cascade
115	2688	0.841393838320053	2.64012378671702e-44	<0.001	GO:0051252	regulation of RNA metabolic process
113	2624	0.839696762104898	1.15700662506235e-43	<0.001	GO:0006355	regulation of transcription, DNA-dependent
11	177	0.839500262272266	2.29364287220666e-06	0.012	GO:0042063	gliogenesis
113	2628	0.838929147495407	1.34454719135464e-43	<0.001	GO:2001141	regulation of RNA biosynthetic process
16	259	0.83862152700021	1.22956102424279e-08	<0.001	GO:0001655	urogenital system development
15	246	0.831860356255301	4.21007143355562e-08	<0.001	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway
11	180	0.831692809089519	2.70056795562252e-06	0.013	GO:0030324	lung development
25	421	0.829486287850271	1.99928294688812e-12	<0.001	GO:0003006	developmental process involved in reproduction
113	2680	0.829047608713956	9.24381698911116e-43	<0.001	GO:0006351	transcription, DNA-dependent
14	231	0.828473275874174	1.29151037066024e-07	<0.001	GO:0097060	synaptic membrane
113	2688	0.827543164346225	1.23852135976504e-42	<0.001	GO:0032774	RNA biosynthetic process
11	182	0.826563724801389	3.00578805848863e-06	0.013	GO:0030323	respiratory tube development
60	1141	0.82632597513968	3.48045807130622e-26	<0.001	GO:0022008	neurogenesis
57	1074	0.825461811017664	4.82560316159697e-25	<0.001	GO:0048699	generation of neurons
32	555	0.824977632834225	2.97254485244779e-15	<0.001	GO:0048598	embryonic morphogenesis
56	1058	0.822442916504609	1.54245757288156e-24	<0.001	GO:0045893	positive regulation of transcription, DNA-dependent
44	798	0.821955333757252	5.76138918720273e-20	<0.001	GO:0009887	organ morphogenesis
19	321	0.821258791710177	1.04225002406379e-09	<0.001	GO:0001654	eye development
57	1087	0.819714982297709	8.77001154658868e-25	<0.001	GO:0051254	positive regulation of RNA metabolic process
24	412	0.819271780520674	8.45964560063258e-12	<0.001	GO:0048568	embryonic organ development
66	1305	0.818449548767686	6.22907380754268e-28	<0.001	GO:0006357	regulation of transcription from RNA polymerase II promoter
116	2864	0.816173157102739	2.26345113882441e-42	<0.001	GO:2000112	regulation of cellular macromolecule biosynthetic process
76	1574	0.814967662789442	4.16568166330969e-31	<0.001	GO:0007399	nervous system development
12	205	0.811714763088423	1.49044907061625e-06	0.011	GO:0060541	respiratory system development
24	421	0.809168292247502	1.32947595807594e-11	<0.001	GO:0044708	single-organism behavior
16	276	0.809017172711398	3.00081701748451e-08	<0.001	GO:0000981	sequence-specific DNA binding RNA polymerase II transcription factor activity
23	404	0.807367635878364	3.71485901618629e-11	<0.001	GO:0048667	cell morphogenesis involved in neuron differentiation
31	557	0.80698215650907	2.16181177673761e-14	<0.001	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
35	639	0.805131262427507	6.37157118618573e-16	<0.001	GO:0060284	regulation of cell development
35	640	0.804395783104861	6.6809070287513e-16	<0.001	GO:0043009	chordate embryonic development
116	2936	0.803549614298421	2.7039474312667e-41	<0.001	GO:0010556	regulation of macromolecule biosynthetic process
35	646	0.800007631925451	8.86232478715721e-16	<0.001	GO:0009792	embryo development ending in birth or egg hatching
23	412	0.798214866466183	5.49282050611387e-11	<0.001	GO:0045664	regulation of neuron differentiation
58	1162	0.797884053314138	3.75354305407592e-24	<0.001	GO:0010628	positive regulation of gene expression
13	230	0.795687852334442	8.07032643980412e-07	0.003	GO:0048864	stem cell development
64	1332	0.790198019644302	8.04225386649778e-26	<0.001	GO:0006366	transcription from RNA polymerase II promoter
49	967	0.789960995081445	1.18902996562114e-20	<0.001	GO:0030182	neuron differentiation
43	833	0.78921048739751	1.86322389402279e-18	<0.001	GO:0045892	negative regulation of transcription, DNA-dependent
33	620	0.788817872756493	1.0452886725279e-14	<0.001	GO:0031175	neuron projection development
117	3067	0.788160347201064	3.34564056022128e-40	<0.001	GO:0044271	cellular nitrogen compound biosynthetic process
118	3115	0.787076023836487	2.57548389268883e-40	<0.001	GO:0019219	regulation of nucleobase-containing compound metabolic process
119	3160	0.786573590539855	1.7842556238511e-40	<0.001	GO:0051171	regulation of nitrogen compound metabolic process
11	199	0.785221752074762	7.0780235518052e-06	0.021	GO:0010720	positive regulation of cell development
62	1305	0.781240103883024	1.00257766193445e-24	<0.001	GO:2000026	regulation of multicellular organismal development
116	3068	0.781119982898478	2.11096474214075e-39	<0.001	GO:0031326	regulation of cellular biosynthetic process
44	870	0.781092213227556	1.53609286224594e-18	<0.001	GO:0051253	negative regulation of RNA metabolic process
113	2951	0.780244301188122	1.0667755376071e-38	<0.001	GO:0034654	nucleobase-containing compound biosynthetic process
38	739	0.779808811061294	2.52574074878127e-16	<0.001	GO:0048666	neuron development
119	3204	0.779473756711708	7.22834303491782e-40	<0.001	GO:0010468	regulation of gene expression
58	1214	0.776967010792132	3.30411862110312e-23	<0.001	GO:0010557	positive regulation of macromolecule biosynthetic process
114	3013	0.776569351777854	1.31244508421358e-38	<0.001	GO:0018130	heterocycle biosynthetic process
114	3016	0.77606188445185	1.44494169624173e-38	<0.001	GO:0019438	aromatic compound biosynthetic process
11	203	0.77603299250042	8.54762752745859e-06	0.027	GO:0031589	cell-substrate adhesion
20	374	0.774974846241841	2.16777518823244e-09	<0.001	GO:0000989	transcription factor binding transcription factor activity
116	3106	0.774824615769792	7.08839226859688e-39	<0.001	GO:0009889	regulation of biosynthetic process
16	299	0.771871597754681	9.07096653722487e-08	<0.001	GO:0048589	developmental growth
56	1179	0.770779688967801	2.84830325559345e-22	<0.001	GO:0045595	regulation of cell differentiation
39	777	0.769914232467525	2.18883933101988e-16	<0.001	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
17	320	0.769244368737406	3.95939031150923e-08	<0.001	GO:0070848	response to growth factor stimulus
25	480	0.768208022094621	3.41030854066525e-11	<0.001	GO:0045596	negative regulation of cell differentiation
20	381	0.766360550951438	2.97595567827065e-09	<0.001	GO:0000988	protein binding transcription factor activity
48	995	0.765040152559557	2.33330335383711e-19	<0.001	GO:0010629	negative regulation of gene expression
57	1221	0.764211882031776	2.59203104381286e-22	<0.001	GO:0045935	positive regulation of nucleobase-containing compound metabolic process
58	1250	0.763004294306357	1.39369217179861e-22	<0.001	GO:0051173	positive regulation of nitrogen compound metabolic process
70	1577	0.762905165514764	2.60575654490489e-26	<0.001	GO:0048468	cell development
18	345	0.761686967150492	2.0627127756719e-08	<0.001	GO:0030424	axon
117	3242	0.759711564184778	8.15320653179772e-38	<0.001	GO:0016070	RNA metabolic process
114	3118	0.759073257140272	3.54588937736596e-37	<0.001	GO:1901362	organic cyclic compound biosynthetic process
28	557	0.755380172447285	4.88836245564577e-12	<0.001	GO:0000904	cell morphogenesis involved in differentiation
25	494	0.754815308935094	6.27930593899784e-11	<0.001	GO:0007423	sensory organ development
16	311	0.753658208710722	1.55122541686222e-07	<0.001	GO:0071363	cellular response to growth factor stimulus
45	951	0.751193899600874	7.55152483547466e-18	<0.001	GO:0045934	negative regulation of nucleobase-containing compound metabolic process
14	273	0.751065282719961	9.74283850831915e-07	0.005	GO:0007346	regulation of mitotic cell cycle
30	608	0.749271213447652	1.28555792682929e-12	<0.001	GO:0007610	behavior
76	1806	0.748186058035018	3.08148805688297e-27	<0.001	GO:0010604	positive regulation of macromolecule metabolic process
27	544	0.748178600737474	1.60864120431016e-11	<0.001	GO:0048858	cell projection morphogenesis
44	938	0.745542832026701	2.54260918812382e-17	<0.001	GO:2000113	negative regulation of cellular macromolecule biosynthetic process
118	3378	0.745382649219715	8.18840050056945e-37	<0.001	GO:0048731	system development
11	217	0.745300752079875	1.59866733836013e-05	0.047	GO:0072001	renal system development
76	1817	0.74523083551688	4.53538129506061e-27	<0.001	GO:0003677	DNA binding
239	16822	0.744236919660493	1.56030455566718e-22	<0.001	GO:0005575	cellular_component
21	421	0.743671341473341	2.93160729460884e-09	<0.001	GO:0002009	morphogenesis of an epithelium
45	968	0.742821155772258	1.47560202001347e-17	<0.001	GO:0051172	negative regulation of nitrogen compound metabolic process
17	340	0.741180165224738	9.49382385411975e-08	<0.001	GO:0003712	transcription cofactor activity
25	509	0.740893936633151	1.1797452007658e-10	<0.001	GO:0000165	MAPK cascade
120	3507	0.739633764094265	1.09208654225319e-36	<0.001	GO:0034645	cellular macromolecule biosynthetic process
45	978	0.737965014929217	2.1733291858218e-17	<0.001	GO:0010558	negative regulation of macromolecule biosynthetic process
82	2038	0.737752682374754	3.04884131799589e-28	<0.001	GO:0009653	anatomical structure morphogenesis
16	323	0.736161506165032	2.58700859992391e-07	<0.001	GO:0005667	transcription factor complex
131	4073	0.735647798257052	4.75187523789124e-38	<0.001	GO:0031323	regulation of cellular metabolic process
15	303	0.735274112906464	6.2117112669331e-07	0.002	GO:0001503	ossification
38	813	0.734942427845505	5.42157534392136e-15	<0.001	GO:0040007	growth
27	560	0.734673246593489	3.10446574331827e-11	<0.001	GO:0032990	cell part morphogenesis
46	1014	0.732805800610725	1.5684625536915e-17	<0.001	GO:0031327	negative regulation of cellular biosynthetic process
15	305	0.732238965829917	6.74840928830275e-07	0.002	GO:0043410	positive regulation of MAPK cascade
57	1306	0.732078395204395	6.49145151914858e-21	<0.001	GO:0031328	positive regulation of cellular biosynthetic process
58	1335	0.731563260684968	3.42506316043646e-21	<0.001	GO:0009891	positive regulation of biosynthetic process
23	478	0.7290784656301	1.00500924414373e-09	<0.001	GO:0035295	tube development
120	3596	0.726597550656883	1.3196156804137e-35	<0.001	GO:0009059	macromolecule biosynthetic process
102	2820	0.726018982255291	3.5792567667887e-32	<0.001	GO:0030154	cell differentiation
74	1832	0.724534969650977	2.25394953855922e-25	<0.001	GO:0031325	positive regulation of cellular metabolic process
46	1034	0.723570578364883	3.31056128300443e-17	<0.001	GO:0009890	negative regulation of biosynthetic process
13	270	0.7216747725919	4.76069336462894e-06	0.021	GO:0031644	regulation of neurological system process
126	3933	0.72036119650319	5.1615958531004e-36	<0.001	GO:0007275	multicellular organismal development
97	2656	0.720125520930448	1.09984840598972e-30	<0.001	GO:0003676	nucleic acid binding
45	1016	0.719956731084686	9.0544300637051e-17	<0.001	GO:0009790	embryo development
17	356	0.719935578854644	1.82719701575394e-07	<0.001	GO:0003682	chromatin binding
12	251	0.718291511972202	1.18813700099526e-05	0.037	GO:0051969	regulation of transmission of nerve impulse
67	1642	0.716861171888371	4.41351351477198e-23	<0.001	GO:0050793	regulation of developmental process
28	607	0.715312649111969	3.66544892304981e-11	<0.001	GO:0051093	negative regulation of developmental process
26	561	0.715078137501594	1.73018263118869e-10	<0.001	GO:0045597	positive regulation of cell differentiation
126	3987	0.713148903758199	2.11440623856059e-35	<0.001	GO:0060255	regulation of macromolecule metabolic process
16	342	0.709792210914405	5.54888343200406e-07	0.002	GO:0035239	tube morphogenesis
21	453	0.709727652345776	1.05846274757392e-08	<0.001	GO:0043408	regulation of MAPK cascade
126	4031	0.707333078661182	6.55005154548121e-35	<0.001	GO:0080090	regulation of primary metabolic process
76	1965	0.707062172907076	6.26143635950632e-25	<0.001	GO:0009893	positive regulation of metabolic process
118	3653	0.704745233848622	1.66688057292639e-33	<0.001	GO:0044767	single-organism developmental process
23	505	0.703595944761189	2.86601883839352e-09	<0.001	GO:0061061	muscle structure development
119	3717	0.702498092408892	1.75782836197007e-33	<0.001	GO:0090304	nucleic acid metabolic process
124	3972	0.70159301968342	3.76821409616394e-34	<0.001	GO:0048856	anatomical structure development
15	326	0.701561190494834	1.54917006034145e-06	0.011	GO:0060562	epithelial tube morphogenesis
103	3006	0.70079044696162	1.48354003383065e-30	<0.001	GO:0048869	cellular developmental process
138	4753	0.69971579811468	1.10155204060954e-35	<0.001	GO:0019222	regulation of metabolic process
18	396	0.697942010317266	1.64531745078295e-07	<0.001	GO:0006935	chemotaxis
18	397	0.696778637282745	1.70784250618792e-07	<0.001	GO:0042330	taxis
132	4442	0.695948999843618	1.04806577653286e-34	<0.001	GO:0032502	developmental process
18	400	0.693306543887161	1.90867627673336e-07	<0.001	GO:0060537	muscle tissue development
34	787	0.692486010020007	1.52790557160881e-12	<0.001	GO:0051094	positive regulation of developmental process
22	495	0.691228719454211	9.98778311294085e-09	<0.001	GO:0008285	negative regulation of cell proliferation
16	357	0.690023012772834	9.76916564223302e-07	0.005	GO:0042692	muscle cell differentiation
77	2076	0.688423785534009	3.8343590151833e-24	<0.001	GO:0051239	regulation of multicellular organismal process
18	406	0.686442072969387	2.37645850994774e-07	<0.001	GO:0044456	synapse part
88	2492	0.685020282692991	1.96692386440778e-26	<0.001	GO:0048513	organ development
104	3146	0.684693941541602	1.36414863852473e-29	<0.001	GO:0048522	positive regulation of cellular process
206	11178	0.684334401767828	2.64775768371965e-31	<0.001	GO:0005488	binding
120	3921	0.681247116002249	6.23571338787656e-32	<0.001	GO:0010467	gene expression
23	533	0.678605845269377	7.90056288140624e-09	<0.001	GO:0048729	tissue morphogenesis
28	658	0.677781509122418	2.32903582303597e-10	<0.001	GO:0008284	positive regulation of cell proliferation
19	439	0.676157374544917	1.58179103340031e-07	<0.001	GO:0008134	transcription factor binding
26	617	0.670896850795443	1.30635040751697e-09	<0.001	GO:0007167	enzyme linked receptor protein signaling pathway
225	14572	0.670766214731976	2.16768044813135e-24	<0.001	GO:0044464	cell part
225	14575	0.670555664815209	2.24914411185561e-24	<0.001	GO:0005623	cell
125	4267	0.67025305758013	1.02360365132173e-31	<0.001	GO:0044249	cellular biosynthetic process
220	13642	0.669648255908397	4.27172263038392e-26	<0.001	GO:0009987	cellular process
110	3560	0.66309557774225	4.78109994272642e-29	<0.001	GO:0048518	positive regulation of biological process
16	380	0.661314645533266	2.1978862295087e-06	0.012	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway
143	5420	0.660680861259883	1.14894178736223e-32	<0.001	GO:0005634	nucleus
36	898	0.660180366174731	2.77181358573673e-12	<0.001	GO:0030030	cell projection organization
125	4348	0.660171599555997	6.63908031183414e-31	<0.001	GO:1901576	organic substance biosynthetic process
18	431	0.658920279053386	5.67529743217765e-07	0.002	GO:0046982	protein heterodimerization activity
16	382	0.658903264910264	2.35139556122273e-06	0.012	GO:0014706	striated muscle tissue development
14	337	0.65421377896347	1.11118554404709e-05	0.037	GO:0042391	regulation of membrane potential
16	388	0.651746147039867	2.87148657777987e-06	0.013	GO:0030425	dendrite
125	4422	0.651095541088315	3.5173044640365e-30	<0.001	GO:0009058	biosynthetic process
44	1146	0.651016475492514	3.40293730650526e-14	<0.001	GO:0042127	regulation of cell proliferation
22	549	0.643377863008734	6.25201202117369e-08	<0.001	GO:0001944	vasculature development
50	1351	0.642434158864003	1.92292061060782e-15	<0.001	GO:0031324	negative regulation of cellular metabolic process
33	848	0.642364683026772	5.34000660596773e-11	<0.001	GO:0000902	cell morphogenesis
52	1428	0.637732964895262	9.17880300117938e-16	<0.001	GO:0010605	negative regulation of macromolecule metabolic process
180	8721	0.636176730987548	1.44871637139714e-30	<0.001	GO:0050794	regulation of cellular process
15	378	0.633607555890524	9.31249657493162e-06	0.027	GO:0007517	muscle organ development
51	1409	0.633357002104616	2.32631389765763e-15	<0.001	GO:0008283	cell proliferation
16	410	0.626440860855323	5.77993765857815e-06	0.021	GO:0097285	cell-type specific apoptotic process
144	5833	0.625669325006779	9.96746620885084e-30	<0.001	GO:0044260	cellular macromolecule metabolic process
127	4753	0.625455256740327	2.24132482943317e-28	<0.001	GO:0034641	cellular nitrogen compound metabolic process
23	598	0.625412734696549	6.51010298799693e-08	<0.001	GO:0051726	regulation of cell cycle
227	15612	0.625200236976424	2.21698180672129e-20	<0.001	GO:0008150	biological_process
24	626	0.62494811200691	3.53013541831437e-08	<0.001	GO:0048534	hematopoietic or lymphoid organ development
184	9304	0.623731121742481	3.93588299841855e-29	<0.001	GO:0050789	regulation of biological process
34	912	0.623603811459094	8.3274049068061e-11	<0.001	GO:0032989	cellular component morphogenesis
25	657	0.622521818354299	2.08941360415868e-08	<0.001	GO:0022603	regulation of anatomical structure morphogenesis
